Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A12002_001,SE_A12002_002,SE_A12002_003,SE_A12002_004,SE_A12002_005,SE_A12002_006,SE_A12002_007,SE_A12002_008,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017
48201430100,14000US48201430100,"Census Tract 4301, Harris County, Texas","Census Tract 4301, Harris County, Texas",tx,140,0,ACSSF,7011,,,,,48,201,,,,430100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6435,3815.195,1.686676541,6435,325,268,315,158,306,1258,889,818,744,648,321,385,6435,5602,84,32,544,0,49,124,5063,243,4820,4289,3506,1338,557,129,3054,89,156,148,65,31,83,74,123,157,92,341,409,333,250,114,589
48201430200,14000US48201430200,"Census Tract 4302, Harris County, Texas","Census Tract 4302, Harris County, Texas",tx,140,0,ACSSF,7012,,,,,48,201,,,,430200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636,5975.086,0.273803585,1636,90,125,95,67,74,209,231,297,225,142,60,21,1636,1392,53,20,130,0,31,10,1185,51,1134,986,778,361,122,36,731,14,10,36,41,6,25,4,41,22,69,67,131,67,54,18,126
48201430300,14000US48201430300,"Census Tract 4303, Harris County, Texas","Census Tract 4303, Harris County, Texas",tx,140,0,ACSSF,7013,,,,,48,201,,,,430300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4688,2348.122,1.996488787,4688,227,316,482,323,222,231,425,993,630,452,268,119,4688,4166,85,0,284,0,59,94,3118,39,3079,2914,2664,1180,563,187,1563,12,27,0,0,61,28,0,0,0,12,16,32,88,57,330,900
48201430400,14000US48201430400,"Census Tract 4304, Harris County, Texas","Census Tract 4304, Harris County, Texas",tx,140,0,ACSSF,7014,,,,,48,201,,,,430400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3294,1546.035,2.13061103,3294,79,151,266,209,173,113,210,620,622,526,231,94,3294,2775,21,4,469,0,0,25,2416,17,2399,2234,2032,1069,580,78,1159,16,25,11,13,12,12,10,6,13,39,4,30,45,69,104,750
48201430500,14000US48201430500,"Census Tract 4305, Harris County, Texas","Census Tract 4305, Harris County, Texas",tx,140,0,ACSSF,7015,,,,,48,201,,,,430500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2673,2902.286,0.92099809,2673,113,249,256,179,158,202,480,395,261,194,147,39,2673,2127,55,0,427,9,0,55,1718,71,1647,1438,1175,568,294,93,972,68,34,13,43,26,3,26,30,40,71,75,85,78,38,47,295
48201430600,14000US48201430600,"Census Tract 4306, Harris County, Texas","Census Tract 4306, Harris County, Texas",tx,140,0,ACSSF,7016,,,,,48,201,,,,430600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3909,2700.787,1.447355741,3909,157,430,390,303,86,94,505,708,582,323,216,115,3909,3246,20,0,585,0,2,56,2543,81,2462,2272,1917,953,422,134,1190,0,7,0,21,26,11,35,15,11,7,83,67,120,70,61,656
48201430700,14000US48201430700,"Census Tract 4307, Harris County, Texas","Census Tract 4307, Harris County, Texas",tx,140,0,ACSSF,7017,,,,,48,201,,,,430700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3420,4736.392,0.722068596,3420,180,168,342,98,150,291,503,473,249,348,328,290,3420,2442,74,16,732,19,13,124,2482,55,2427,2177,1687,780,346,127,1656,88,94,24,133,87,72,33,48,93,103,152,103,132,39,123,332
48201430800,14000US48201430800,"Census Tract 4308, Harris County, Texas","Census Tract 4308, Harris County, Texas",tx,140,0,ACSSF,7018,,,,,48,201,,,,430800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5265,4032.15,1.305755085,5265,226,538,570,219,267,402,918,974,542,312,223,74,5265,4002,44,0,1000,0,61,158,3445,77,3368,3192,2792,1379,569,227,2108,46,0,7,32,26,53,57,18,83,90,212,188,246,116,180,754
48201430900,14000US48201430900,"Census Tract 4309, Harris County, Texas","Census Tract 4309, Harris County, Texas",tx,140,0,ACSSF,7019,,,,,48,201,,,,430900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6183,5698.899,1.08494634,6183,369,358,517,286,171,591,721,715,1180,575,551,149,6183,4682,21,0,1391,0,15,74,4482,141,4341,4138,3404,1716,684,157,2621,165,44,56,62,108,54,141,0,85,120,308,276,191,79,125,807
48201431000,14000US48201431000,"Census Tract 4310, Harris County, Texas","Census Tract 4310, Harris County, Texas",tx,140,0,ACSSF,7020,,,,,48,201,,,,431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5860,3635.573,1.611850711,5860,484,405,314,101,256,791,552,786,898,957,256,60,5860,4868,504,11,305,0,23,149,4300,246,4054,3858,3025,1005,564,263,2472,62,46,18,82,79,0,99,102,236,235,102,207,173,121,240,670
48201431101,14000US48201431101,"Census Tract 4311.01, Harris County, Texas","Census Tract 4311.01, Harris County, Texas",tx,140,0,ACSSF,7021,,,,,48,201,,,,431101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3366,10405.66,0.323477947,3366,49,56,34,0,416,769,546,396,485,317,173,125,3366,2396,723,0,247,0,0,0,2811,135,2676,2453,1398,460,212,29,2211,195,114,14,94,40,42,16,494,96,238,148,259,200,27,71,163
48201431102,14000US48201431102,"Census Tract 4311.02, Harris County, Texas","Census Tract 4311.02, Harris County, Texas",tx,140,0,ACSSF,7022,,,,,48,201,,,,431102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3910,10695.66,0.365568875,3910,380,103,169,37,496,795,381,426,433,211,270,209,3910,2770,578,12,455,0,0,95,2725,153,2572,1987,1324,342,61,40,2041,166,115,132,215,49,39,178,100,159,70,259,102,139,83,120,115
48201431201,14000US48201431201,"Census Tract 4312.01, Harris County, Texas","Census Tract 4312.01, Harris County, Texas",tx,140,0,ACSSF,7023,,,,,48,201,,,,431201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3854,15026.18,0.256485744,3854,335,189,81,0,265,1353,427,392,358,186,65,203,3854,2056,1005,44,550,0,172,27,2984,155,2829,2463,1365,480,125,14,2178,422,82,97,108,23,177,99,214,73,187,154,251,141,53,39,58
48201431202,14000US48201431202,"Census Tract 4312.02, Harris County, Texas","Census Tract 4312.02, Harris County, Texas",tx,140,0,ACSSF,7024,,,,,48,201,,,,431202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4748,9362.21,0.507145207,4748,594,172,90,127,265,1250,932,353,448,411,106,0,4748,3178,302,23,1009,0,0,236,3500,55,3445,2822,2012,765,151,37,2525,169,64,217,111,107,70,148,97,81,215,208,353,359,103,179,44
48201431301,14000US48201431301,"Census Tract 4313.01, Harris County, Texas","Census Tract 4313.01, Harris County, Texas",tx,140,0,ACSSF,7025,,,,,48,201,,,,431301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5053,17294.84,0.292168149,5053,125,195,341,73,407,1592,792,410,643,279,162,34,5053,3070,829,12,670,0,174,298,3912,204,3708,3129,2200,705,114,28,2784,174,145,178,30,172,210,193,65,209,337,213,355,217,107,46,133
48201431302,14000US48201431302,"Census Tract 4313.02, Harris County, Texas","Census Tract 4313.02, Harris County, Texas",tx,140,0,ACSSF,7026,,,,,48,201,,,,431302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3946,7670.272,0.514453735,3946,606,159,123,61,83,679,657,480,450,367,185,96,3946,3458,221,0,103,0,122,42,2914,88,2826,2582,2041,800,274,49,1795,107,37,46,7,37,21,15,75,20,152,182,167,111,139,99,580
48201431401,14000US48201431401,"Census Tract 4314.01, Harris County, Texas","Census Tract 4314.01, Harris County, Texas",tx,140,0,ACSSF,7027,,,,,48,201,,,,431401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1908,13547.69,0.140835788,1908,112,109,19,40,214,508,277,210,236,114,52,17,1908,1450,70,0,202,28,75,83,1414,59,1355,1110,848,325,40,19,1089,114,31,40,53,81,48,63,19,51,95,67,181,100,0,87,59
48201431402,14000US48201431402,"Census Tract 4314.02, Harris County, Texas","Census Tract 4314.02, Harris County, Texas",tx,140,0,ACSSF,7028,,,,,48,201,,,,431402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3513,12631.23,0.278120208,3513,257,54,14,0,340,1020,380,604,416,257,110,61,3513,2537,154,0,421,0,316,85,2848,38,2810,2616,2093,1031,119,74,2240,35,47,0,35,34,16,34,65,105,242,374,403,285,196,98,271
48201431501,14000US48201431501,"Census Tract 4315.01, Harris County, Texas","Census Tract 4315.01, Harris County, Texas",tx,140,0,ACSSF,7029,,,,,48,201,,,,431501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3820,9570.815,0.399130035,3820,79,72,101,0,217,857,602,592,489,387,281,143,3820,3043,144,0,484,0,100,49,3351,60,3291,3171,2451,1088,371,146,2594,91,88,48,99,114,130,32,113,190,169,478,198,230,105,281,228
48201431502,14000US48201431502,"Census Tract 4315.02, Harris County, Texas","Census Tract 4315.02, Harris County, Texas",tx,140,0,ACSSF,7030,,,,,48,201,,,,431502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3538,8301.273,0.426199658,3538,159,258,98,58,137,568,634,397,567,373,219,70,3538,2825,157,23,230,0,14,289,2828,52,2776,2677,2350,1056,456,169,1783,35,47,0,27,54,58,32,20,58,159,64,198,124,160,159,588
48201431600,14000US48201431600,"Census Tract 4316, Harris County, Texas","Census Tract 4316, Harris County, Texas",tx,140,0,ACSSF,7031,,,,,48,201,,,,431600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3095,2725.524,1.135561246,3095,101,103,137,67,117,159,306,360,627,582,346,190,3095,2917,0,0,15,0,9,154,2570,74,2496,2430,2088,864,492,60,1530,38,43,43,29,39,30,52,23,9,45,54,219,93,81,106,626
48201431700,14000US48201431700,"Census Tract 4317, Harris County, Texas","Census Tract 4317, Harris County, Texas",tx,140,0,ACSSF,7032,,,,,48,201,,,,431700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4876,4284.974,1.137929983,4876,97,69,263,138,274,520,304,525,1196,922,361,207,4876,4592,84,0,38,0,0,162,4035,20,4015,3652,2749,1047,419,177,2115,95,64,13,12,44,42,13,71,27,55,146,115,102,125,292,899
48201431801,14000US48201431801,"Census Tract 4318.01, Harris County, Texas","Census Tract 4318.01, Harris County, Texas",tx,140,0,ACSSF,7033,,,,,48,201,,,,431801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3645,7668.245,0.475336951,3645,210,213,163,67,192,992,521,445,302,254,162,124,3645,2215,147,0,1165,11,21,86,2800,33,2767,2499,2184,1005,182,53,1735,31,0,59,10,10,40,49,102,29,40,170,331,294,120,189,261
48201431802,14000US48201431802,"Census Tract 4318.02, Harris County, Texas","Census Tract 4318.02, Harris County, Texas",tx,140,0,ACSSF,7034,,,,,48,201,,,,431802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295,8153.063,0.526795877,4295,283,177,0,0,287,1195,1110,348,418,207,98,172,4295,3245,184,0,820,0,0,46,3548,163,3385,3072,2457,823,297,32,2397,129,60,180,108,0,18,76,112,34,170,192,323,455,160,130,250
48201431900,14000US48201431900,"Census Tract 4319, Harris County, Texas","Census Tract 4319, Harris County, Texas",tx,140,0,ACSSF,7035,,,,,48,201,,,,431900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3444,6996.871,0.492220041,3444,109,39,20,20,401,1094,647,357,331,178,91,157,3444,2454,304,0,538,0,44,104,2855,2,2853,2711,2152,777,198,112,2336,75,73,96,32,13,64,76,130,125,231,211,290,227,213,162,318
48201432001,14000US48201432001,"Census Tract 4320.01, Harris County, Texas","Census Tract 4320.01, Harris County, Texas",tx,140,0,ACSSF,7036,,,,,48,201,,,,432001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3586,6446.124,0.55630335,3586,285,230,126,60,318,719,709,560,334,189,41,15,3586,2425,472,0,523,0,101,65,2567,260,2307,2059,1608,642,195,69,1881,153,110,81,128,43,131,69,84,84,98,157,77,140,68,123,335
48201432002,14000US48201432002,"Census Tract 4320.02, Harris County, Texas","Census Tract 4320.02, Harris County, Texas",tx,140,0,ACSSF,7037,,,,,48,201,,,,432002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4549,16710.74,0.27222018,4549,397,139,182,31,704,1454,740,452,246,204,0,0,4549,3429,596,20,170,0,220,114,3096,939,2157,1679,1072,376,105,47,2410,218,147,155,324,233,165,261,68,29,182,235,126,32,61,54,120
48201432100,14000US48201432100,"Census Tract 4321, Harris County, Texas","Census Tract 4321, Harris County, Texas",tx,140,0,ACSSF,7038,,,,,48,201,,,,432100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5626,9087.383,0.619100166,5626,636,286,108,98,599,2095,759,532,196,215,80,22,5626,3252,683,0,1105,0,284,302,3899,283,3616,2616,1967,797,60,30,2455,164,174,207,154,149,90,104,41,203,180,184,278,181,77,99,170
48201432200,14000US48201432200,"Census Tract 4322, Harris County, Texas","Census Tract 4322, Harris County, Texas",tx,140,0,ACSSF,7039,,,,,48,201,,,,432200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4431,6853.15,0.646564,4431,586,239,118,42,226,1199,469,527,498,319,200,8,4431,2889,833,0,297,0,174,238,3220,565,2655,2095,1355,385,60,30,2172,117,120,112,31,258,229,118,144,44,281,126,273,95,99,56,69
48201432300,14000US48201432300,"Census Tract 4323, Harris County, Texas","Census Tract 4323, Harris County, Texas",tx,140,0,ACSSF,7040,,,,,48,201,,,,432300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7767,11481.74,0.676465296,7767,827,406,336,172,886,2407,1288,902,446,97,0,0,7767,4142,2473,0,787,0,43,322,5140,921,4219,3249,1729,721,130,89,3495,253,257,249,284,195,337,175,300,194,222,358,333,159,21,114,44
48201432400,14000US48201432400,"Census Tract 4324, Harris County, Texas","Census Tract 4324, Harris County, Texas",tx,140,0,ACSSF,7041,,,,,48,201,,,,432400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5989,8554.981,0.70006,5989,398,392,158,54,781,1711,652,620,755,376,75,17,5989,2589,2262,0,483,0,182,473,4206,621,3585,2362,1444,505,103,89,3131,335,290,314,356,190,278,153,106,69,475,135,190,117,74,32,17
48201432500,14000US48201432500,"Census Tract 4325, Harris County, Texas","Census Tract 4325, Harris County, Texas",tx,140,0,ACSSF,7042,,,,,48,201,,,,432500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5790,9029.875,0.641204901,5790,413,601,315,255,647,1312,628,749,391,411,31,37,5790,3521,1005,0,336,0,789,139,3559,856,2703,1887,1137,262,61,26,2416,237,126,201,445,263,212,138,65,47,287,62,145,71,54,14,49
48201432600,14000US48201432600,"Census Tract 4326, Harris County, Texas","Census Tract 4326, Harris County, Texas",tx,140,0,ACSSF,7043,,,,,48,201,,,,432600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2221,3541.971,0.62705194,2221,245,188,143,86,173,454,346,181,210,85,71,39,2221,1631,383,3,76,0,36,92,1386,161,1225,967,501,196,39,18,868,41,76,34,52,40,60,12,92,85,36,8,76,75,31,29,121
48201432701,14000US48201432701,"Census Tract 4327.01, Harris County, Texas","Census Tract 4327.01, Harris County, Texas",tx,140,0,ACSSF,7044,,,,,48,201,,,,432701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6542,14733.72,0.444015571,6542,999,745,370,331,701,1204,1242,556,246,132,0,16,6542,4901,215,47,74,0,1214,91,3396,1863,1533,731,263,73,15,0,2181,240,317,364,293,87,172,72,0,63,89,240,102,128,14,0,0
48201432702,14000US48201432702,"Census Tract 4327.02, Harris County, Texas","Census Tract 4327.02, Harris County, Texas",tx,140,0,ACSSF,7045,,,,,48,201,,,,432702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3507,7888.987,0.444543759,3507,141,199,209,59,387,947,687,362,234,163,114,5,3507,2713,465,12,160,0,118,39,2512,453,2059,1972,1229,287,82,56,1593,74,24,128,62,90,72,84,101,114,152,196,198,70,89,56,83
48201432801,14000US48201432801,"Census Tract 4328.01, Harris County, Texas","Census Tract 4328.01, Harris County, Texas",tx,140,0,ACSSF,7046,,,,,48,201,,,,432801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5019,5737.107,0.87483108,5019,605,365,295,93,616,1165,984,458,237,163,38,0,5019,1978,1275,0,472,0,1247,47,3045,650,2395,1549,758,206,120,60,1943,155,134,150,231,168,233,143,90,54,178,111,123,51,22,82,18
48201432802,14000US48201432802,"Census Tract 4328.02, Harris County, Texas","Census Tract 4328.02, Harris County, Texas",tx,140,0,ACSSF,7047,,,,,48,201,,,,432802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6154,12306.8,0.500048649,6154,595,455,397,286,611,947,996,662,479,303,194,229,6154,3467,1223,128,566,0,707,63,3810,1502,2308,1423,521,173,0,0,2459,522,244,274,298,204,13,237,281,29,95,102,77,50,0,25,8
48201432901,14000US48201432901,"Census Tract 4329.01, Harris County, Texas","Census Tract 4329.01, Harris County, Texas",tx,140,0,ACSSF,7048,,,,,48,201,,,,432901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3193,5650.147,0.565118062,3193,315,299,415,70,244,620,363,516,232,82,37,0,3193,1534,324,0,103,0,1232,0,1850,597,1253,665,300,24,0,0,1146,69,75,148,177,167,147,58,78,25,40,27,56,0,14,19,46
48201432902,14000US48201432902,"Census Tract 4329.02, Harris County, Texas","Census Tract 4329.02, Harris County, Texas",tx,140,0,ACSSF,7049,,,,,48,201,,,,432902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6768,11644.88,0.581199604,6768,455,419,552,349,646,1306,1442,790,500,147,123,39,6768,3160,825,0,1109,0,1674,0,4347,1771,2576,1605,675,302,71,10,2375,241,144,317,202,144,226,185,79,208,228,123,149,73,9,0,47
48201433001,14000US48201433001,"Census Tract 4330.01, Harris County, Texas","Census Tract 4330.01, Harris County, Texas",tx,140,0,ACSSF,7050,,,,,48,201,,,,433001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5779,11734.28,0.492488768,5779,581,522,426,225,620,1088,1027,599,393,161,81,56,5779,2109,265,0,1404,0,1944,57,3405,1698,1707,772,203,72,18,10,1840,388,211,280,218,156,199,78,58,32,79,43,20,53,10,15,0
48201433002,14000US48201433002,"Census Tract 4330.02, Harris County, Texas","Census Tract 4330.02, Harris County, Texas",tx,140,0,ACSSF,7051,,,,,48,201,,,,433002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4559,18351.38,0.248428178,4559,464,439,298,164,620,1135,664,394,308,3,70,0,4559,2017,240,0,1249,0,1051,2,2574,1400,1174,575,188,43,2,0,1595,177,224,170,216,277,93,96,105,39,21,81,67,17,0,0,12
48201433003,14000US48201433003,"Census Tract 4330.03, Harris County, Texas","Census Tract 4330.03, Harris County, Texas",tx,140,0,ACSSF,7052,,,,,48,201,,,,433003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5967,16706.28,0.357171153,5967,496,733,534,193,725,1014,1019,449,406,86,163,149,5967,1931,649,0,2500,0,887,0,3286,1587,1699,769,375,59,11,0,1829,512,112,166,259,202,83,148,67,57,77,77,16,39,14,0,0
48201433100,14000US48201433100,"Census Tract 4331, Harris County, Texas","Census Tract 4331, Harris County, Texas",tx,140,0,ACSSF,7053,,,,,48,201,,,,433100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3888,11986.4,0.324367526,3888,542,351,343,135,550,831,608,275,191,62,0,0,3888,2081,1072,0,109,0,626,0,1967,885,1082,439,87,61,43,43,1148,70,104,75,212,84,87,118,33,62,92,81,96,34,0,0,0
48201433201,14000US48201433201,"Census Tract 4332.01, Harris County, Texas","Census Tract 4332.01, Harris County, Texas",tx,140,0,ACSSF,7054,,,,,48,201,,,,433201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5449,12873.08,0.423286517,5449,370,360,570,226,463,839,487,776,520,456,281,101,5449,1695,1400,0,1588,0,703,63,3460,933,2527,1693,908,160,47,34,1875,236,58,183,161,178,123,132,63,85,93,215,144,51,38,68,47
48201433202,14000US48201433202,"Census Tract 4332.02, Harris County, Texas","Census Tract 4332.02, Harris County, Texas",tx,140,0,ACSSF,7055,,,,,48,201,,,,433202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5047,11365.81,0.444051092,5047,337,428,529,301,724,523,559,797,304,233,276,36,5047,2248,567,0,903,0,1276,53,2728,918,1810,1063,591,165,26,0,1345,40,56,94,103,83,147,32,159,69,47,94,233,101,16,57,14
48201433300,14000US48201433300,"Census Tract 4333, Harris County, Texas","Census Tract 4333, Harris County, Texas",tx,140,0,ACSSF,7056,,,,,48,201,,,,433300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5221,5582.952,0.935168425,5221,363,392,280,163,408,724,623,756,676,394,288,154,5221,3330,226,0,1122,0,457,86,3615,713,2902,2130,1115,300,88,13,1697,122,96,120,72,83,139,60,54,76,144,200,127,172,82,65,85
48201433400,14000US48201433400,"Census Tract 4334, Harris County, Texas","Census Tract 4334, Harris County, Texas",tx,140,0,ACSSF,7057,,,,,48,201,,,,433400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4891,7773.427,0.629194807,4891,343,396,276,248,565,1196,370,776,380,109,135,97,4891,2431,984,0,324,0,950,202,3063,844,2219,1239,510,97,41,20,1762,137,108,153,231,174,116,152,71,121,118,115,143,50,10,63,0
48201433501,14000US48201433501,"Census Tract 4335.01, Harris County, Texas","Census Tract 4335.01, Harris County, Texas",tx,140,0,ACSSF,7058,,,,,48,201,,,,433501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5658,11954.16,0.473307984,5658,866,369,591,348,753,1110,850,415,248,108,0,0,5658,3295,791,48,31,0,1397,96,2731,1378,1353,555,208,96,0,0,1852,284,163,213,348,157,106,73,102,26,105,138,83,25,0,29,0
48201433502,14000US48201433502,"Census Tract 4335.02, Harris County, Texas","Census Tract 4335.02, Harris County, Texas",tx,140,0,ACSSF,7059,,,,,48,201,,,,433502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7627,24581.16,0.310278272,7627,1134,834,548,333,870,1609,932,882,341,94,50,0,7627,3680,1402,0,504,0,1873,168,3908,1822,2086,904,373,171,92,61,2592,414,284,218,452,284,365,69,169,57,85,88,107,0,0,0,0
48201433600,14000US48201433600,"Census Tract 4336, Harris County, Texas","Census Tract 4336, Harris County, Texas",tx,140,0,ACSSF,7060,,,,,48,201,,,,433600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5585,10011.17,0.557877102,5585,705,522,436,343,422,941,997,658,331,201,29,0,5585,1920,2073,0,401,0,1191,0,3157,835,2322,1351,398,58,38,0,2265,329,130,217,469,148,65,91,225,143,190,200,39,0,19,0,0
48201440100,14000US48201440100,"Census Tract 4401, Harris County, Texas","Census Tract 4401, Harris County, Texas",tx,140,0,ACSSF,7061,,,,,48,201,,,,440100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7064,3337.6,2.116490887,7064,226,501,307,469,853,1502,939,809,773,330,137,218,7064,2808,2317,0,500,0,1425,14,4708,1308,3400,2457,1312,452,46,10,2540,165,157,126,92,128,194,158,95,149,358,189,297,56,190,154,32
48201450100,14000US48201450100,"Census Tract 4501, Harris County, Texas","Census Tract 4501, Harris County, Texas",tx,140,0,ACSSF,7062,,,,,48,201,,,,450100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,5947.799,0.319445882,1900,94,235,159,54,63,130,387,266,228,153,82,49,1900,1613,19,9,254,0,5,0,1295,21,1274,1165,920,296,88,59,746,35,4,4,25,30,10,43,15,9,55,50,98,52,70,100,146
48201450200,14000US48201450200,"Census Tract 4502, Harris County, Texas","Census Tract 4502, Harris County, Texas",tx,140,0,ACSSF,7063,,,,,48,201,,,,450200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4858,4649.535,1.044835729,4858,305,457,553,294,202,397,625,753,620,251,292,109,4858,4282,24,0,454,0,10,88,3047,56,2991,2813,2399,1067,343,113,1625,27,20,26,10,8,26,12,13,53,114,103,147,163,90,215,598
48201450300,14000US48201450300,"Census Tract 4503, Harris County, Texas","Census Tract 4503, Harris County, Texas",tx,140,0,ACSSF,7064,,,,,48,201,,,,450300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7709,7761.883,0.993186841,7709,603,548,725,287,706,1084,1258,1161,620,528,93,96,7709,5138,1231,0,854,0,84,402,4840,403,4437,3237,2306,563,122,38,2835,22,68,145,91,70,157,135,203,84,294,181,474,474,72,284,81
48201450400,14000US48201450400,"Census Tract 4504, Harris County, Texas","Census Tract 4504, Harris County, Texas",tx,140,0,ACSSF,7065,,,,,48,201,,,,450400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5033,6711.503,0.749906563,5033,314,372,394,197,446,788,508,927,477,428,142,40,5033,3165,1151,13,487,0,52,165,3310,555,2755,2214,1554,643,193,74,2128,65,104,284,37,36,47,66,20,27,199,280,274,261,84,92,252
48201450500,14000US48201450500,"Census Tract 4505, Harris County, Texas","Census Tract 4505, Harris County, Texas",tx,140,0,ACSSF,7066,,,,,48,201,,,,450500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2972,2675.046,1.111009009,2972,153,182,99,114,29,127,414,372,610,453,322,97,2972,2680,0,70,222,0,0,0,2395,38,2357,2243,1897,791,225,78,1254,40,20,20,18,35,23,0,10,51,55,13,73,102,94,250,450
